Date,Open,High,Low,Close,Adj Close,Volume
2005-09-29,582.629761,592.504822,582.629761,582.629761,339.466156,648602
2005-09-30,612.254944,622.130066,602.379883,612.254944,356.727173,2918457
2005-10-03,592.504822,602.379883,592.504822,592.504822,345.219818,577210
2005-10-04,582.629761,612.254944,582.629761,582.629761,339.466156,877967
2005-10-05,592.504822,592.504822,582.629761,592.504822,345.219818,274934
2005-10-06,582.629761,582.629761,582.629761,582.629761,339.466156,1012
2005-10-07,582.629761,602.379883,582.629761,582.629761,339.466156,111391
2005-10-10,582.629761,582.629761,582.629761,582.629761,339.466156,0
2005-10-11,582.629761,582.629761,572.754639,582.629761,339.466156,30379
2005-10-12,562.879578,582.629761,562.879578,562.879578,327.958832,37974
2005-10-13,572.754639,592.504822,562.879578,572.754639,333.712524,189365
2005-10-14,572.754639,572.754639,572.754639,572.754639,333.712524,0
2005-10-17,572.754639,572.754639,572.754639,572.754639,333.712524,0
2005-10-18,562.879578,572.754639,553.004517,562.879578,327.958832,1582265
2005-10-19,543.129395,553.004517,543.129395,543.129395,316.451477,410123
2005-10-20,543.129395,543.129395,543.129395,543.129395,316.451477,0
2005-10-21,543.129395,562.879578,543.129395,543.129395,316.451477,527590
2005-10-24,553.004517,553.004517,553.004517,553.004517,322.205170,37974
2005-10-25,553.004517,553.004517,553.004517,553.004517,322.205170,0
2005-10-26,543.129395,543.129395,543.129395,543.129395,316.451477,30885
2005-10-27,553.004517,553.004517,543.129395,553.004517,322.205170,198985
2005-10-28,553.004517,562.879578,543.129395,553.004517,322.205170,297212
2005-10-31,562.879578,562.879578,562.879578,562.879578,327.958832,282023
2005-11-01,562.879578,562.879578,553.004517,562.879578,327.958832,72910
2005-11-07,562.879578,562.879578,562.879578,562.879578,327.958832,0
2005-11-08,562.879578,562.879578,562.879578,562.879578,327.958832,0
2005-11-09,562.879578,562.879578,562.879578,562.879578,327.958832,0
2005-11-10,533.254333,543.129395,533.254333,533.254333,310.697815,199998
2005-11-11,503.629089,533.254333,503.629089,503.629089,293.436859,456198
2005-11-14,483.878937,503.629089,474.003845,483.878937,281.929535,287086
2005-11-15,478.941406,478.941406,478.941406,478.941406,279.052704,25822
2005-11-16,474.003845,483.878937,474.003845,474.003845,276.175934,112404
2005-11-17,503.629089,533.254333,474.003845,503.629089,293.436859,261263
2005-11-18,503.629089,513.504150,474.003845,503.629089,293.436859,829360
2005-11-21,523.379272,523.379272,503.629089,523.379272,304.944214,473413
2005-11-22,562.879578,572.754639,523.379272,562.879578,327.958832,4502748
2005-11-23,553.004517,572.754639,543.129395,553.004517,322.205170,1781251
2005-11-24,562.879578,562.879578,553.004517,562.879578,327.958832,722525
2005-11-25,543.129395,553.004517,543.129395,543.129395,316.451477,401009
2005-11-28,582.629761,582.629761,553.004517,582.629761,339.466156,1517962
2005-11-29,553.004517,582.629761,553.004517,553.004517,322.205170,805056
2005-11-30,572.754639,572.754639,553.004517,572.754639,333.712524,540755
2005-12-01,582.629761,582.629761,562.879578,582.629761,339.466156,2278462
2005-12-02,592.504822,592.504822,582.629761,592.504822,345.219818,1392393
2005-12-05,572.754639,602.379883,572.754639,572.754639,333.712524,185821
2005-12-06,582.629761,582.629761,562.879578,582.629761,339.466156,289111
2005-12-07,572.754639,582.629761,572.754639,572.754639,333.712524,273415
2005-12-08,572.754639,572.754639,572.754639,572.754639,333.712524,369617
2005-12-09,572.754639,582.629761,562.879578,572.754639,333.712524,902777
2005-12-12,582.629761,592.504822,572.754639,582.629761,339.466156,818727
2005-12-13,582.629761,582.629761,572.754639,582.629761,339.466156,963030
2005-12-14,582.629761,582.629761,572.754639,582.629761,339.466156,132150
2005-12-15,592.504822,602.379883,572.754639,592.504822,345.219818,7533609
2005-12-16,582.629761,602.379883,582.629761,582.629761,339.466156,243036
2005-12-19,602.379883,602.379883,572.754639,602.379883,350.973419,297212
2005-12-20,602.379883,622.130066,602.379883,602.379883,350.973419,3272378
2005-12-21,612.254944,632.005127,602.379883,612.254944,356.727173,957966
2005-12-22,632.005127,632.005127,612.254944,632.005127,368.234467,548856
2005-12-23,691.255615,711.005798,632.005127,691.255615,402.756500,4579203
2005-12-26,691.255615,691.255615,691.255615,691.255615,402.756500,0
2005-12-27,701.130676,750.506104,691.255615,740.631042,431.524872,12029269
2005-12-28,730.755920,760.381165,720.880859,730.755920,425.771088,9534606
2005-12-29,730.755920,750.506104,730.755920,740.631042,431.524872,7756392
2005-12-30,740.631042,740.631042,740.631042,740.631042,431.524872,0
2006-01-02,730.755920,730.755920,720.880859,730.755920,425.771088,248099
2006-01-03,730.755920,740.631042,720.880859,730.755920,425.771088,3164024
2006-01-04,730.755920,740.631042,711.005798,711.005798,414.263794,4749834
2006-01-05,711.005798,720.880859,701.130676,711.005798,414.263794,5979191
2006-01-06,720.880859,720.880859,701.130676,720.880859,420.017487,1747833
2006-01-09,720.880859,730.755920,701.130676,720.880859,420.017487,3512376
2006-01-10,720.880859,720.880859,720.880859,720.880859,420.017487,0
2006-01-11,720.880859,730.755920,711.005798,720.880859,420.017487,5924508
2006-01-12,730.755920,740.631042,720.880859,730.755920,425.771088,5228818
2006-01-13,740.631042,750.506104,720.880859,740.631042,431.524872,2523523
2006-01-16,711.005798,730.755920,701.130676,711.005798,414.263794,3137696
2006-01-17,691.255615,711.005798,691.255615,691.255615,402.756500,427844
2006-01-18,671.505432,691.255615,671.505432,671.505432,391.249146,847588
2006-01-19,691.255615,691.255615,671.505432,691.255615,402.756500,1227838
2006-01-20,681.380554,691.255615,681.380554,681.380554,397.002747,715437
2006-01-23,661.630371,661.630371,661.630371,661.630371,385.495575,81012
2006-01-24,661.630371,661.630371,651.755310,651.755310,379.741882,765057
2006-01-25,671.505432,681.380554,661.630371,671.505432,391.249146,2938710
2006-01-26,691.255615,701.130676,671.505432,691.255615,402.756500,9878400
2006-01-27,671.505432,691.255615,661.630371,671.505432,391.249146,1860744
2006-01-30,691.255615,701.130676,671.505432,691.255615,402.756500,3053139
2006-01-31,691.255615,691.255615,691.255615,691.255615,402.756500,0
2006-02-01,691.255615,691.255615,671.505432,671.505432,391.249146,1779226
2006-02-02,671.505432,671.505432,661.630371,671.505432,391.249146,1979730
2006-02-03,661.630371,671.505432,641.880188,661.630371,385.495575,4847049
2006-02-06,661.630371,681.380554,661.630371,661.630371,385.495575,3099721
2006-02-07,681.380554,681.380554,661.630371,681.380554,397.002747,5363500
2006-02-08,671.505432,720.880859,671.505432,720.880859,420.017487,24285372
2006-02-09,720.880859,750.506104,720.880859,720.880859,420.017487,20984133
2006-02-10,720.880859,720.880859,711.005798,711.005798,414.263794,2011629
2006-02-13,711.005798,760.381165,711.005798,730.755920,425.771088,16103666
2006-02-14,740.631042,740.631042,711.005798,720.880859,420.017487,4169586
2006-02-15,720.880859,720.880859,711.005798,720.880859,420.017487,4835403
2006-02-16,711.005798,720.880859,711.005798,711.005798,414.263794,910878
2006-02-17,750.506104,770.256287,730.755920,750.506104,437.278473,11106745
2006-02-20,740.631042,750.506104,730.755920,740.631042,431.524872,552906
2006-02-21,730.755920,750.506104,730.755920,730.755920,425.771088,3212632
2006-02-22,730.755920,730.755920,711.005798,730.755920,425.771088,1967072
